date_normal,cnt,date,Unnamed: 0,open,high,low,close,volume,marketCap,timestamp,crypto_name,vol_year,3_day_MA,price_change
2018-01-24,1,2018-01-24,13165,10903.400390625,11501.400390625,10639.7998046875,11359.400390625,9940989952.0,191115225673.0,2018-01-24T23:59:59.999Z,Bitcoin,4.626188718548269,11053.067057291666,0.04517684133384825
2018-01-25,1,2018-01-25,13184,11421.7001953125,11785.7001953125,11057.400390625,11259.400390625,8873169920.0,189455303273.0,2018-01-25T23:59:59.999Z,Bitcoin,4.585463076705709,11162.400390625,-0.008803281560753051
2018-01-26,1,2018-01-26,13202,11256.0,11656.7001953125,10470.2998046875,11171.400390625,9746199552.0,187995804677.0,2018-01-26T23:59:59.999Z,Bitcoin,4.549624511884256,11263.400390625,-0.007815691506385392
2018-01-27,2,2018-01-27,13224,11174.900390625,11614.900390625,10989.2001953125,11440.7001953125,7583269888.0,192550550498.0,2018-01-27T23:59:59.999Z,Bitcoin,4.659298585824001,11290.500325520834,0.024106181433931617
2018-01-29,1,2018-01-29,13265,11755.5,11875.599609375,11179.2001953125,11296.400390625,7107359744.0,190164444830.0,2018-01-29T23:59:59.999Z,Bitcoin,4.600531564187456,11507.800130208334,-0.041565158037780714
2018-01-30,2,2018-01-30,13281,11306.7998046875,11307.2001953125,10036.2001953125,10106.2998046875,8637859840.0,170151556678.0,2018-01-30T23:59:59.999Z,Bitcoin,4.115855461992345,11063.0,-0.10535219581320587
2018-01-31,1,2018-01-31,13292,10108.2001953125,10381.599609375,9777.419921875,10221.099609375,8041160192.0,172099559942.0,2018-01-31T23:59:59.999Z,Bitcoin,4.162608419285334,10541.2666015625,0.011359232053877344
2018-02-01,1,2018-02-01,13313,10237.2998046875,10288.7998046875,8812.2802734375,9170.5400390625,9959400448.0,154428564694.0,2018-02-01T23:59:59.999Z,Bitcoin,3.734761291337131,9832.646484375,-0.1027834196380305
2018-02-02,2,2018-02-02,13346,9142.2802734375,9142.2802734375,7796.490234375,8830.75,12726899712.0,148725283812.0,2018-02-02T23:59:59.999Z,Bitcoin,3.5963796170118436,9407.463216145834,-0.037052347802326024
2018-02-03,2,2018-02-03,13370,8852.1201171875,9430.75,8251.6298828125,9174.91015625,7263790080.0,154540000411.0,2018-02-03T23:59:59.999Z,Bitcoin,3.7365410496110125,9058.7333984375,0.03897292486481896
2018-02-04,1,2018-02-04,13385,9175.7001953125,9334.8701171875,8031.2202148438,8277.009765625,7073549824.0,139433682759.0,2018-02-04T23:59:59.999Z,Bitcoin,3.3708653524221304,8760.889973958334,-0.09786476110758924
2018-02-05,2,2018-02-05,13401,8270.5400390625,8364.83984375,6756.6801757813,6955.2700195313,9285289984.0,117184385122.0,2018-02-05T23:59:59.999Z,Bitcoin,2.8325783573372516,8135.729980468767,-0.15968807377550498
2018-02-08,2,2018-02-08,13463,7637.8598632813,8558.76953125,7637.8598632813,8265.58984375,9346750464.0,139306699929.0,2018-02-08T23:59:59.999Z,Bitcoin,3.3662145159406176,7880.296549479167,0.08453807822469184
2018-02-12,1,2018-02-12,13541,8141.4301757813,8985.919921875,8141.4301757813,8926.5703125,6256439808.0,150513128412.0,2018-02-12T23:59:59.999Z,Bitcoin,3.635403054293015,8559.4803059896,0.09798315081176523
2018-02-13,1,2018-02-13,13575,8926.7197265625,8958.4697265625,8455.41015625,8598.3095703125,5696719872.0,144995984203.0,2018-02-13T23:59:59.999Z,Bitcoin,3.5017167601200057,8551.616699218766,-0.03677344497335466
2018-02-15,2,2018-02-15,13618,9488.3203125,10234.7998046875,9395.580078125,10166.400390625,9062540288.0,171477807437.0,2018-02-15T23:59:59.999Z,Bitcoin,4.140331811366531,9419.779947916666,0.07075267978887334
2018-02-16,1,2018-02-16,13629,10135.7001953125,10324.099609375,9824.8203125,10233.900390625,7296159744.0,172637061144.0,2018-02-16T23:59:59.999Z,Bitcoin,4.167821619610259,9964.976888020834,0.006639518158486624
2018-02-18,1,2018-02-18,13675,11123.400390625,11349.7998046875,10326.0,10551.7998046875,8744009728.0,178040648022.0,2018-02-18T23:59:59.999Z,Bitcoin,4.297288196400949,10632.800130208334,-0.050473816513253555
2018-02-22,1,2018-02-22,13761,10660.400390625,11039.099609375,9939.08984375,10005.0,8040079872.0,168892273935.0,2018-02-22T23:59:59.999Z,Bitcoin,4.074600466348101,10699.7001953125,-0.06411363144322124
2018-02-25,1,2018-02-25,13819,9796.419921875,9923.2197265625,9407.0595703125,9664.73046875,5706939904.0,163204062358.0,2018-02-25T23:59:59.999Z,Bitcoin,3.9360235157518693,9926.300130208334,-0.015116557715992629
2018-02-26,1,2018-02-26,13851,9669.4296875,10475.0,9501.73046875,10366.7001953125,7287690240.0,175076064010.0,2018-02-26T23:59:59.999Z,Bitcoin,4.221905192434909,9948.1669921875,0.07263210586495439
2018-02-27,1,2018-02-27,13874,10393.900390625,10878.5,10246.099609375,10725.599609375,6966179840.0,181158869820.0,2018-02-27T23:59:59.999Z,Bitcoin,4.3680692823810485,10252.343424479166,0.03462041028492213
2018-03-02,2,2018-03-02,13924,10977.400390625,11189.0,10850.099609375,11086.400390625,7620590080.0,187318996197.0,2018-03-02T23:59:59.999Z,Bitcoin,4.515007716318081,10811.766927083334,0.012364203326180156
2018-03-04,1,2018-03-04,13963,11497.400390625,11512.599609375,11136.099609375,11512.599609375,6084149760.0,194567395376.0,2018-03-04T23:59:59.999Z,Bitcoin,4.688580083681994,11362.900065104166,0.0019930384320943073
2018-03-09,1,2018-03-09,14069,9414.6904296875,9466.349609375,8513.0302734375,9337.5498046875,8704190464.0,157898203939.0,2018-03-09T23:59:59.999Z,Bitcoin,3.802777090327667,9566.043294270834,-0.006116008644050375
2018-03-10,1,2018-03-10,14100,9350.58984375,9531.3203125,8828.4697265625,8866.0,5386319872.0,149939797150.0,2018-03-10T23:59:59.999Z,Bitcoin,3.610735405761346,9199.519856770834,-0.050500379066334866
2018-03-12,1,2018-03-12,14133,9602.9296875,9937.5,8956.4296875,9205.1201171875,6457399808.0,155710928717.0,2018-03-12T23:59:59.999Z,Bitcoin,3.748844250103196,9216.583333333334,-0.03899407015352063
2018-03-15,1,2018-03-15,14202,8290.759765625,8428.349609375,7783.0498046875,8300.8603515625,6834429952.0,140460819364.0,2018-03-15T23:59:59.999Z,Bitcoin,3.3805786566283884,8588.506510416666,0.0037547153880626016
2018-03-17,1,2018-03-17,14252,8321.91015625,8346.5302734375,7812.8198242188,7916.8798828125,4426149888.0,133993486925.0,2018-03-17T23:59:59.999Z,Bitcoin,3.2242001461798813,8185.36328125,-0.05054594090041897
2018-03-19,2,2018-03-19,14305,8344.1201171875,8675.8701171875,8182.3999023438,8630.650390625,6729110016.0,146107514353.0,2018-03-19T23:59:59.999Z,Bitcoin,3.51488776676942,8257.069986979166,0.04948766471821564
2018-03-21,1,2018-03-21,14345,8937.48046875,9177.3701171875,8846.330078125,8929.2802734375,6043129856.0,151193917440.0,2018-03-21T23:59:59.999Z,Bitcoin,3.636506703278495,8824.466796875,0.0017737814072429359
2018-03-22,4,2018-03-22,14363,8939.4404296875,9100.7099609375,8564.900390625,8728.4697265625,5530390016.0,147809220250.0,2018-03-22T23:59:59.999Z,Bitcoin,3.5547253191760966,8857.0732421875,-0.022488995834565095
2018-03-24,1,2018-03-24,14398,8901.9501953125,8996.1796875,8665.7001953125,8668.1201171875,5664600064.0,146818882936.0,2018-03-24T23:59:59.999Z,Bitcoin,3.5301475534086504,8758.736653645834,-0.023818586517076135
2018-03-25,1,2018-03-25,14421,8612.8095703125,8682.009765625,8449.099609375,8495.7802734375,4569880064.0,143914265310.0,2018-03-25T23:59:59.999Z,Bitcoin,3.459961045890998,8681.173502604166,-0.019882032253830673
2018-03-28,1,2018-03-28,14502,7836.830078125,8122.8901367188,7809.169921875,7954.4799804688,4935289856.0,134788265876.0,2018-03-28T23:59:59.999Z,Bitcoin,3.239513027283839,7998.9734700521,0.015503551724578513
2018-03-29,1,2018-03-29,14515,7979.0698242188,7994.330078125,7081.3798828125,7165.7001953125,6361229824.0,121436043045.0,2018-03-29T23:59:59.999Z,Bitcoin,2.918277397054572,7651.073404947933,-0.09916170347942888
2018-04-03,1,2018-04-03,14635,7102.259765625,7530.9399414063,7072.490234375,7456.1098632813,5499700224.0,126429245883.0,2018-04-03T23:59:59.999Z,Bitcoin,3.0365485983077125,7128.0465494792,0.05255795884398573
2018-04-05,2,2018-04-05,14677,6848.6499023438,6933.8198242188,6644.7998046875,6811.4702148438,5639320064.0,115524404354.0,2018-04-05T23:59:59.999Z,Bitcoin,2.77401496390992,7040.473307291701,-0.0061818819628294275
2018-04-08,1,2018-04-08,14734,6919.9799804688,7111.5600585938,6919.9799804688,7023.5200195313,3652499968.0,119162880482.0,2018-04-08T23:59:59.999Z,Bitcoin,2.8603736078947986,6856.976562500034,0.01626808192675644
2018-04-10,2,2018-04-10,14784,6795.4399414063,6872.41015625,6704.1499023438,6834.759765625,4272750080.0,115978358964.0,2018-04-10T23:59:59.999Z,Bitcoin,2.7834997829478123,6876.3365885417,0.00945685108413774
2018-04-13,2,2018-04-13,14854,7901.08984375,8183.9599609375,7758.9301757813,7895.9599609375,7764460032.0,134043001354.0,2018-04-13T23:59:59.999Z,Bitcoin,3.2156803737233255,7584.509928385433,0.0008505194964667506
2018-04-16,1,2018-04-16,14906,8337.5703125,8371.150390625,7925.7299804688,8058.669921875,5631309824.0,136849408643.0,2018-04-16T23:59:59.999Z,Bitcoin,3.2819450496569007,8124.673502604167,-0.03246930563679795
2018-04-17,1,2018-04-17,14931,8071.66015625,8285.9599609375,7881.7202148438,7902.08984375,6900879872.0,134206623206.0,2018-04-17T23:59:59.999Z,Bitcoin,3.218176807842913,8096.623372395833,-0.01943001508226172
2018-04-18,1,2018-04-18,14948,7944.4301757813,8197.7998046875,7886.009765625,8163.419921875,6529909760.0,138661092884.0,2018-04-18T23:59:59.999Z,Bitcoin,3.324605159486982,8041.393229166667,0.03307100821331388
2018-04-19,1,2018-04-19,14984,8159.2700195313,8298.6904296875,8138.7797851563,8294.3095703125,7063209984.0,140902801023.0,2018-04-19T23:59:59.999Z,Bitcoin,3.377910808918624,8119.939778645833,0.016033678248838168
2018-04-23,1,2018-04-23,15066,8794.3896484375,8958.5498046875,8788.8095703125,8930.8798828125,6925190144.0,151784994312.0,2018-04-23T23:59:59.999Z,Bitcoin,3.637158154463437,8876.306640625,0.014589094689994253
2018-04-24,1,2018-04-24,15076,8934.33984375,9732.6103515625,8927.830078125,9697.5,10678800384.0,164833256250.0,2018-04-24T23:59:59.999Z,Bitcoin,3.94936911768223,9143.61328125,0.08583925965266448
2018-04-28,1,2018-04-28,15171,8939.26953125,9412.08984375,8931.990234375,9348.48046875,7805479936.0,158963068374.0,2018-04-28T23:59:59.999Z,Bitcoin,3.8072286734247744,9205.680013020834,0.040216831097785066
2018-04-29,1,2018-04-29,15188,9346.41015625,9531.490234375,9193.7099609375,9419.080078125,8853000192.0,160182287342.0,2018-04-29T23:59:59.999Z,Bitcoin,3.835980817481083,9251.536783854166,0.0075519876851644074
2018-04-30,1,2018-04-30,15228,9426.1103515625,9477.1396484375,9166.8095703125,9240.5498046875,8673920000.0,157163847314.0,2018-04-30T23:59:59.999Z,Bitcoin,3.7632732177403843,9336.036783854166,-0.01895410931393615
2018-05-02,2,2018-05-02,15263,9104.599609375,9256.51953125,9015.1396484375,9235.919921875,7558159872.0,157119854754.0,2018-05-02T23:59:59.999Z,Bitcoin,3.7613876682484353,9198.4931640625,0.012820488107240013
2018-05-08,1,2018-05-08,15395,9380.8701171875,9462.75,9127.76953125,9234.8203125,7415869952.0,157202142973.0,2018-05-08T23:59:59.999Z,Bitcoin,3.7609398452727056,9420.876627604166,-0.014743338221176572
2018-05-09,1,2018-05-09,15408,9223.73046875,9374.759765625,9031.6201171875,9325.1796875,7226890240.0,158758858205.0,2018-05-09T23:59:59.999Z,Bitcoin,3.797739280706381,9311.003255208334,0.009784638135047707
2018-05-10,1,2018-05-10,15433,9325.9599609375,9396.0400390625,9040.51953125,9043.9404296875,6906699776.0,153988453198.0,2018-05-10T23:59:59.999Z,Bitcoin,3.683202787848989,9201.3134765625,-0.030159124782280555
2018-05-14,1,2018-05-14,15532,8713.099609375,8881.1201171875,8367.9697265625,8716.7900390625,7364149760.0,148480275422.0,2018-05-14T23:59:59.999Z,Bitcoin,3.5499686914765163,8648.5400390625,-0.0008196285477451992
2018-05-18,1,2018-05-18,15607,8091.830078125,8274.1201171875,7974.8198242188,8250.9697265625,5764190208.0,140607667610.0,2018-05-18T23:59:59.999Z,Bitcoin,3.360260379377874,8238.0398763021,0.01935306557507066
2018-05-19,1,2018-05-19,15647,8255.73046875,8372.0595703125,8183.3500976563,8247.1796875,4712399872.0,140559162894.0,2018-05-19T23:59:59.999Z,Bitcoin,3.358716861643587,8197.489746093766,-0.0004593446816679725
2018-05-22,1,2018-05-22,15702,8419.8701171875,8423.25,8004.580078125,8041.7797851563,5137010176.0,137104106176.0,2018-05-22T23:59:59.999Z,Bitcoin,3.2750664330701245,8324.673339843766,-0.04480471395233809
2018-05-24,1,2018-05-24,15749,7561.1201171875,7738.6000976563,7331.1401367188,7587.33984375,6049220096.0,129385391552.0,2018-05-24T23:59:59.999Z,Bitcoin,3.089992850143456,7728.979817708368,0.003905890880939511
2018-05-25,1,2018-05-25,15761,7592.2998046875,7659.1401367188,7392.6499023438,7480.1401367188,4867829760.0,127573690458.0,2018-05-25T23:59:59.999Z,Bitcoin,3.0463350814016565,7541.766601562533,-0.014128760440262123
2018-05-29,1,2018-05-29,15849,7129.4599609375,7526.419921875,7090.6801757813,7472.58984375,5662660096.0,127502651064.0,2018-05-29T23:59:59.999Z,Bitcoin,3.043260176129119,7325.600097656267,0.047169292322396306
2018-06-02,1,2018-06-02,15948,7536.7202148438,7695.830078125,7497.259765625,7643.4501953125,4939299840.0,130481526036.0,2018-06-02T23:59:59.999Z,Bitcoin,3.112844150957401,7559.690104166667,0.013525250098900043
2018-06-03,1,2018-06-03,15962,7632.08984375,7754.8901367188,7613.0400390625,7720.25,4851760128.0,131808021256.0,2018-06-03T23:59:59.999Z,Bitcoin,3.1441213643502177,7635.050130208333,0.010047792910929054
2018-06-04,1,2018-06-04,15989,7722.5297851563,7753.8198242188,7474.0400390625,7514.4702148438,4993169920.0,128312205314.0,2018-06-04T23:59:59.999Z,Bitcoin,3.0603162260631147,7626.056803385433,-0.026654549419539486
2018-06-06,2,2018-06-06,16038,7625.9702148438,7680.4301757813,7502.009765625,7653.9799804688,4692259840.0,130725095161.0,2018-06-06T23:59:59.999Z,Bitcoin,3.117132473546947,7600.736653645866,0.0026487884691959174
2018-06-10,1,2018-06-10,16111,7499.5498046875,7499.5498046875,6709.0698242188,6786.0200195313,5804839936.0,115948312827.0,2018-06-10T23:59:59.999Z,Bitcoin,2.7636502085187193,7314.306640625033,-0.09903902597615111
2018-06-13,2,2018-06-13,16190,6596.8798828125,6631.66015625,6285.6298828125,6349.8999023438,5052349952.0,108530585830.0,2018-06-13T23:59:59.999Z,Bitcoin,2.586037491589586,6613.059895833366,-0.035315595890501594
2018-06-15,1,2018-06-15,16223,6674.080078125,6681.080078125,6433.8701171875,6456.580078125,3955389952.0,110378702283.0,2018-06-15T23:59:59.999Z,Bitcoin,2.629483677895251,6493.943359375034,-0.03277281585697056
2018-06-19,1,2018-06-19,16319,6742.3901367188,6822.5,6709.919921875,6769.9399414063,4057029888.0,115789919278.0,2018-06-19T23:59:59.999Z,Bitcoin,2.757101493493528,6668.009928385466,0.005214707758209869
2018-06-22,1,2018-06-22,16386,6737.8798828125,6747.080078125,6006.6000976563,6083.6899414063,5079810048.0,104088814967.0,2018-06-22T23:59:59.999Z,Bitcoin,2.4776217763489616,6529.993326822933,-0.09599929127557172
2018-06-24,1,2018-06-24,16419,6164.2797851563,6223.7797851563,5826.41015625,6173.2299804688,4566909952.0,105646571668.0,2018-06-24T23:59:59.999Z,Bitcoin,2.5140875319632436,6139.799967447966,0.0017444275736506754
2018-06-25,1,2018-06-25,16459,6171.9702148438,6327.3701171875,6119.6801757813,6249.1801757813,5500810240.0,106958465208.0,2018-06-25T23:59:59.999Z,Bitcoin,2.545018736484937,6194.9633789063,0.012303153382069887
2018-06-26,1,2018-06-26,16478,6253.5498046875,6290.16015625,6093.669921875,6093.669921875,3279759872.0,104307939200.0,2018-06-26T23:59:59.999Z,Bitcoin,2.481686187450602,6172.026692708366,-0.024884904824632903
2018-06-27,2,2018-06-27,16487,6084.3999023438,6180.0,6052.8500976563,6157.1298828125,3296219904.0,105403600614.0,2018-06-27T23:59:59.999Z,Bitcoin,2.5075306638554364,6166.6599934896,0.010414079159373646
2018-06-28,1,2018-06-28,16514,6153.16015625,6170.41015625,5873.0498046875,5903.4399414063,3467800064.0,101072353482.0,2018-06-28T23:59:59.999Z,Bitcoin,2.4042138069277477,6051.413248697933,-0.04120262950995568
2018-07-02,2,2018-07-02,16602,6380.3798828125,6683.8598632813,6305.7001953125,6614.1801757813,4396930048.0,113288832522.0,2018-07-02T23:59:59.999Z,Bitcoin,2.69366732921028,6468.000000000034,0.035760537855519026
2018-07-03,2,2018-07-03,16625,6596.66015625,6671.3701171875,6447.75,6529.58984375,4672309760.0,111849428104.0,2018-07-03T23:59:59.999Z,Bitcoin,2.6592173735537807,6509.863281250034,-0.012789239147285247
2018-07-04,2,2018-07-04,16650,6550.8701171875,6771.919921875,6450.4599609375,6597.5498046875,4176689920.0,113024522547.0,2018-07-04T23:59:59.999Z,Bitcoin,2.6868945038415304,6580.439941406267,0.010407998444580624
2018-07-06,1,2018-07-06,16694,6638.6899414063,6700.9399414063,6533.5498046875,6673.5,4313959936.0,114350502582.0,2018-07-06T23:59:59.999Z,Bitcoin,2.7178257083632236,6636.729980468767,0.005175348399586888
2018-07-09,1,2018-07-09,16774,6775.080078125,6838.6801757813,6724.33984375,6741.75,3718129920.0,115557889495.0,2018-07-09T23:59:59.999Z,Bitcoin,2.745620958920771,6790.8533528646,-0.004743202325453666
2018-07-11,1,2018-07-11,16810,6330.7700195313,6444.9599609375,6330.4702148438,6394.7099609375,3644859904.0,109631867446.0,2018-07-11T23:59:59.999Z,Bitcoin,2.6042866755618976,6488.803385416667,0.010230691178732654
2018-07-13,1,2018-07-13,16863,6235.0297851563,6310.5498046875,6192.240234375,6238.0498046875,3805400064.0,106968440793.0,2018-07-13T23:59:59.999Z,Bitcoin,2.540485821417528,6287.189941406267,0.001483388641936756
2018-07-14,1,2018-07-14,16876,6247.5,6298.1899414063,6212.2202148438,6276.1201171875,2923670016.0,107631453835.0,2018-07-14T23:59:59.999Z,Bitcoin,2.5559902005346213,6247.6599934896,0.006102918971790272
2018-07-16,1,2018-07-16,16925,6357.009765625,6741.75,6357.009765625,6741.75,4725799936.0,115638203962.0,2018-07-16T23:59:59.999Z,Bitcoin,2.745620958920771,6459.170084635433,0.060083566847596304
2018-07-17,1,2018-07-17,16950,6739.6499023438,7387.240234375,6684.169921875,7321.0400390625,5961950208.0,125588963706.0,2018-07-17T23:59:59.999Z,Bitcoin,2.981540545458989,6807.476725260433,0.08592576690955611
2018-07-18,1,2018-07-18,16963,7315.3198242188,7534.990234375,7280.4702148438,7370.7797851563,6103410176.0,126458165406.0,2018-07-18T23:59:59.999Z,Bitcoin,3.0017973763065484,7144.5232747396,0.006794081964913046
2018-07-19,2,2018-07-19,16989,7378.2001953125,7494.4599609375,7295.4599609375,7466.8598632813,5111629824.0,128122730711.0,2018-07-19T23:59:59.999Z,Bitcoin,3.0409266048057875,7386.226562500034,0.013035266406750123
