Unnamed: 0,open,high,low,close,volume,marketCap,timestamp,crypto_name,3_day_MA
0,112.9000015259,118.8000030518,107.1429977417,,0.0,1288693175.5,2013-05-05T23:59:59.999Z,Bitcoin,
2,115.9800033569,124.6630020142,106.6399993896,-0.03114485804714351,0.0,1249023060.0,2013-05-06T23:59:59.999Z,Bitcoin,
4,112.25,113.4440002441,97.6999969482,-0.007123802582899352,0.0,1240593600.0,2013-05-07T23:59:59.999Z,Bitcoin,
7,109.5999984741,115.7799987793,109.5999984741,0.018529164951569532,0.0,1264049202.15,2013-05-08T23:59:59.999Z,Bitcoin,-0.006579831892824443
9,113.1999969482,113.4599990845,109.2600021362,-0.007889717946144681,0.0,1254535382.0,2013-05-09T23:59:59.999Z,Bitcoin,0.0011718814741751664
10,112.7990036011,122.0,111.5510025024,0.040205900886846724,0.0,1305479080.0,2013-05-10T23:59:59.999Z,Bitcoin,0.016948449297423857
12,117.6999969482,118.6790008545,113.0100021362,-0.01669795890237913,0.0,1284207489.42,2013-05-11T23:59:59.999Z,Bitcoin,0.005206074679440971
15,115.6399993896,117.4489974976,113.4349975586,-0.0021085551728018403,0.0,1281982625.0,2013-05-12T23:59:59.999Z,Bitcoin,0.007133128937221918
17,114.8199996948,118.6989974976,114.5,0.025913072668695802,0.0,1315710010.5,2013-05-13T23:59:59.999Z,Bitcoin,0.0023688528645049445
18,117.9800033569,119.8000030518,110.25,-0.054924590375687754,0.0,1243874487.5,2013-05-14T23:59:59.999Z,Bitcoin,-0.010373357626597931
20,111.4000015259,115.8099975586,103.5,0.02439462978206275,0.0,1274623812.5,2013-05-15T23:59:59.999Z,Bitcoin,-0.0015389626416430675
22,114.2200012207,118.7600021362,112.1999969482,0.03974786260707219,0.0,1325726787.0,2013-05-16T23:59:59.999Z,Bitcoin,0.003072634004482396
24,118.2099990845,125.3000030518,116.5709991455,0.035828538033539026,0.0,1373723881.88,2013-05-17T23:59:59.999Z,Bitcoin,0.03332367680755799
27,123.5,125.25,122.3000030518,0.00392636435716498,0.0,1379574545.85,2013-05-18T23:59:59.999Z,Bitcoin,0.0265009216659254
29,123.2109985352,124.5,119.5709991455,-0.012210750144822424,0.0,1363204702.75,2013-05-19T23:59:59.999Z,Bitcoin,0.009181384081960528
30,122.5,123.6210021973,120.1200027466,8.199144499676514e-05,0.0,1363709900.0,2013-05-20T23:59:59.999Z,Bitcoin,-0.0027341314475535596
33,122.0199966431,123.0,121.2099990845,0.007213092240983654,0.0,1374013440.0,2013-05-21T23:59:59.999Z,Bitcoin,-0.0016385554862806684
35,122.8899993896,124.0009994507,122.0,0.008211285059839701,0.0,1385778992.85,2013-05-22T23:59:59.999Z,Bitcoin,0.0051687895819400404
36,123.8000030518,126.9339981079,123.0999984741,0.02268964161938558,0.0,1417769832.5,2013-05-23T23:59:59.999Z,Bitcoin,0.012704672973402978
39,126.3000030518,133.8500061035,125.71900177,0.05130229010705878,0.0,1491070770.0,2013-05-24T23:59:59.999Z,Bitcoin,0.027401072262094688
41,133.1000061035,133.2189941406,128.8999938965,-0.009159168533423023,0.0,1477958233.0,2013-05-25T23:59:59.999Z,Bitcoin,0.021610921064340444
