timestamp,price,daily_return,7_day_MA
2023-11-06 00:00:00,0.34319257551054716,,
2023-11-07 00:00:00,0.36333621434366775,0.05869485609691316,
2023-11-08 00:00:00,0.3512046212169443,-0.0333894410955925,
2023-11-09 00:00:00,0.3584859312953708,0.02073238687234924,
2023-11-10 00:00:00,0.3682441373296721,0.027220610859233663,
2023-11-11 00:00:00,0.38630680294746655,0.04905078937244234,
2023-11-12 00:00:00,0.3848682677349981,-0.003723815375480388,0.36509122148266665
2023-11-13 00:00:00,0.3831472116871809,-0.004471805529579931,0.37079902665075715
2023-11-14 00:00:00,0.35876820566281037,-0.06362830076987402,0.3701464539820633
2023-11-15 00:00:00,0.35770685690677023,-0.0029583133044895904,0.37107534479489557
2023-11-16 00:00:00,0.3789594362327484,0.05941339651623534,0.37400013121452097
2023-11-17 00:00:00,0.37051507481448104,-0.022283021903909073,0.37432455085520794
2023-11-18 00:00:00,0.3657206588373556,-0.01293986750613596,0.3713836731251921
2023-11-19 00:00:00,0.37761042779447834,0.03251052044727509,0.37034683884797504
2023-11-20 00:00:00,0.3839761391361936,0.01685788016738754,0.3704652570549768
2023-11-21 00:00:00,0.37958028274449435,-0.011448254054505447,0.37343841092378877
2023-11-22 00:00:00,0.35858698543418316,-0.0553066064404677,0.3735641435705621
2023-11-23 00:00:00,0.38031921066326935,0.060605170047575596,0.37375839706063646
2023-11-24 00:00:00,0.38613802673483494,0.015299821593070861,0.37599024733497277
2023-11-25 00:00:00,0.38619067501156024,0.00013634574447518588,0.3789145353598591
2023-11-26 00:00:00,0.3945790037915447,0.021720692193651248,0.38133861764515437
2023-11-27 00:00:00,0.38787302536551704,-0.01699527435973358,0.38189531567791485
2023-11-28 00:00:00,0.37839467914047004,-0.024436724405145105,0.3817259437344828
2023-11-29 00:00:00,0.3854540790076171,0.018656181643945446,0.38556409995925905
2023-11-30 00:00:00,0.38134408542154474,-0.010662732112353912,0.38571051063901274
2023-12-01 00:00:00,0.3756346694265104,-0.014971822596181128,0.3842100310235378
2023-12-02 00:00:00,0.3841345948407982,0.022628170683139492,0.3839163052848575
2023-12-03 00:00:00,0.3980544170749391,0.036236835789054345,0.38441279289677094
2023-12-04 00:00:00,0.3946587984344846,-0.008530538777604457,0.3853821890494806
2023-12-05 00:00:00,0.40687059093690453,0.03094265869875734,0.38945017644897123
2023-12-06 00:00:00,0.4255249059737904,0.04584827572307559,0.3951745803012817
2023-12-07 00:00:00,0.4420893756330858,0.038927144866852226,0.4038524789029304
2023-12-08 00:00:00,0.4558729709092601,0.031178300216863963,0.4153150934004661
2023-12-09 00:00:00,0.5474035170649149,0.20078081394712388,0.4386392251467685
2023-12-10 00:00:00,0.5790191961638709,0.05775571057430162,0.4644913364451873
2023-12-11 00:00:00,0.5955252513479339,0.028506922211593677,0.4931865440042515
2023-12-12 00:00:00,0.5503522027851744,-0.07585412786529733,0.5136839171254329
2023-12-13 00:00:00,0.5762622487496744,0.0470790265458676,0.5352178232362735
2023-12-14 00:00:00,0.6613892286453705,0.14772263857366608,0.5665463736665999
2023-12-15 00:00:00,0.6424514040505339,-0.02863340341000753,0.5932004355439248
2023-12-16 00:00:00,0.6020396774940284,-0.06290238654895486,0.6010056013195123
2023-12-17 00:00:00,0.6064994776423223,0.007407817648925841,0.604931355816434
2023-12-18 00:00:00,0.580529648296934,-0.04281921139708511,0.6027891268091483
2023-12-19 00:00:00,0.6008709727534548,0.03503925168369082,0.6100060939474741
2023-12-20 00:00:00,0.5750008478278528,-0.04305437622831698,0.6098258938157853
2023-12-21 00:00:00,0.5897207331143677,0.02559976275186604,0.5995875373113562
2023-12-22 00:00:00,0.6363095815171818,0.07900154392872416,0.598710134092306
2023-12-23 00:00:00,0.6236175706204236,-0.019946282855738295,0.6017926902532196
2023-12-24 00:00:00,0.6148032468668216,-0.014134181217557273,0.6029789429995766
2023-12-25 00:00:00,0.5930897407349875,-0.035317813044239976,0.6047732419192986
2023-12-26 00:00:00,0.6257644971286507,0.05509243230741245,0.6083294596871837
2023-12-27 00:00:00,0.6079167108264765,-0.028521570629317594,0.6130317258298442
2023-12-28 00:00:00,0.6329349656134101,0.0411540830205519,0.6192051876154218
2023-12-29 00:00:00,0.61768195134706,-0.024098864962480926,0.6165440975911186
2023-12-30 00:00:00,0.6083868654372805,-0.015048336590552047,0.6143682825649552
2023-12-31 00:00:00,0.6023831951139077,-0.009868178727128862,0.6125939894573962
2024-01-01 00:00:00,0.5932116677600944,-0.015225403743341581,0.61261140760384
2024-01-02 00:00:00,0.623256101436692,0.05064707137343105,0.6122530653621315
2024-01-03 00:00:00,0.6060852609787025,-0.027550216385219928,0.6119914296695924
2024-01-04 00:00:00,0.556842720162059,-0.08124688717413608,0.601121108890828
2024-01-05 00:00:00,0.5695463363891113,0.022813652342182245,0.5942445924682639
2024-01-06 00:00:00,0.5393707483904063,-0.05298179633639011,0.5843851471758533
2024-01-07 00:00:00,0.5226179816319002,-0.031059835574138606,0.5729901166784236
2024-01-08 00:00:00,0.4926611410057146,-0.05732072312675485,0.5586257557135123
2024-01-09 00:00:00,0.5405817266765055,0.09726885618168746,0.5468151307477713
2024-01-10 00:00:00,0.510767880375113,-0.055151413431393514,0.5331983620901157
2024-01-11 00:00:00,0.567929294391895,0.11191270284028443,0.5347821584086637
2024-01-12 00:00:00,0.5811386539221115,0.023258809962180882,0.5364382037705209
2024-01-13 00:00:00,0.5474745911780851,-0.05792776391112053,0.5375958955973321
2024-01-14 00:00:00,0.5495600380376037,0.0038092121408430657,0.5414447607981469
